"CountyName","RegionName","Date","Price"
"Queens","Fresh Meadows",2012-06-01,373
"Queens","Oakland Gardens",2012-06-01,390
"New York","West Village",2012-06-01,1229
"Queens","Kew Gardens",2012-06-01,319
"New York","Brooklyn Heights",2012-06-01,720
"Kings","Wingate",2012-06-01,277
"Kings","Gowanus",2012-06-01,658
"Kings","Prospect Heights",2012-06-01,555
"Kings","New Utrecht",2012-06-01,398
"New York","Tribeca",2012-06-01,1296
"New York","Carnegie Hill",2012-06-01,1050
"Queens","Rockaway Park",2012-06-01,289
"New York","Tudor City",2012-06-01,994
"New York","Battery Park",2012-06-01,888
"Queens","Cambria Heights",2012-06-01,270
"Queens","Hillcrest",2012-06-01,348
"Queens","Jamaica Estates",2012-06-01,382
"Queens","Glen Oaks",2012-06-01,405
"Queens","Bay Terrace",2012-06-01,439
"Queens","Floral park",2012-06-01,386
"Kings","Boerum Hill",2012-06-01,654
"Queens","Jamaica Hills",2012-06-01,299
"Queens","Arverne",2012-06-01,209
"Kings","Georgetown",2012-06-01,319
"Kings","Downtown",2012-06-01,664
"Queens","Pomonok",2012-06-01,399
"Bronx","Clason Point",2012-06-01,254
"New York","Little Italy",2012-06-01,1156
"Kings","Windsor Terrace",2012-06-01,529
"Queens","Rockaway Beach",2012-06-01,252
"Queens","Springfield Gardens",2012-06-01,266
"Bronx","Country Club",2012-06-01,254
"Kings","Cobble Hill",2012-06-01,676
"Bronx","Woodlawn",2012-06-01,215
"Kings","Manhattan Beach",2012-06-01,540
"Kings","Gerritsen Beach",2012-06-01,331
"Queens","Holliswood",2012-06-01,323
"Queens","Belle Harbor",2012-06-01,342
"New York","Garment District",2012-06-01,1384
"Kings","Bergen Beach",2012-06-01,350
"Bronx","City Island",2012-06-01,315
"Kings","Columbia Street Waterfront District",2012-06-01,651
"Kings","DUMBO",2012-06-01,796
"Queens","Utopia",2012-06-01,416
"Queens","Malba",2012-06-01,406
"Queens","Neponsit",2012-06-01,425
"New York","Upper West Side",2012-07-01,1101
"Kings","East New York",2012-07-01,239
"New York","Washington Heights",2012-07-01,442
"Queens","Astoria",2012-07-01,400
"Kings","Williamsburg",2012-07-01,506
"Kings","Bedford Stuyvesant",2012-07-01,347
"Kings","Flatbush",2012-07-01,344
"Kings","Crown Heights",2012-07-01,309
"Queens","Jamaica",2012-07-01,250
"New York","East Harlem",2012-07-01,666
"Kings","Bushwick",2012-07-01,316
"Kings","East Flatbush",2012-07-01,233
"Queens","Corona",2012-07-01,358
"Kings","Sunset Park",2012-07-01,443
"Kings","Borough Park",2012-07-01,344
"Kings","Bensonhurst",2012-07-01,386
"New York","Lower East Side",2012-07-01,974
"Bronx","South Bronx",2012-07-01,207
"Queens","Flushing",2012-07-01,411
"Queens","South Ozone Park",2012-07-01,273
"Queens","Murray Hill",2012-07-01,381
"Queens","Forest Hills",2012-07-01,416
"Queens","Far Rockaway",2012-07-01,245
"Queens","Ridgewood",2012-07-01,335
"Queens","East Elmhurst",2012-07-01,280
"Queens","Jackson Heights",2012-07-01,339
"Kings","Flatlands",2012-07-01,268
"Queens","Ozone Park",2012-07-01,274
"Queens","Queens Village",2012-07-01,256
"Kings","Park Slope",2012-07-01,654
"Kings","Brownsville",2012-07-01,241
"Queens","Richmond Hill",2012-07-01,254
"Kings","Bay Ridge",2012-07-01,453
"Kings","Bath Beach",2012-07-01,379
"Queens","Bayside",2012-07-01,410
"Queens","Maspeth",2012-07-01,328
"New York","Hamilton Heights",2012-07-01,509
"Queens","Woodside",2012-07-01,357
"Queens","Sunnyside",2012-07-01,372
"Kings","Coney Island",2012-07-01,327
"Queens","Rego Park",2012-07-01,370
"New York","Morningside Heights",2012-07-01,658
"Queens","Kew Gardens Hills",2012-07-01,328
"Bronx","Parkchester",2012-07-01,137
"Queens","Woodhaven",2012-07-01,253
"New York","Inwood",2012-07-01,405
"Kings","Dyker Heights",2012-07-01,402
"Queens","St. Albans",2012-07-01,236
"Queens","Hollis",2012-07-01,225
"Queens","Whitestone",2012-07-01,395
"Kings","Fort Greene",2012-07-01,636
"Kings","Greenwood",2012-07-01,551
"Kings","Greenpoint",2012-07-01,603
"Bronx","Kingsbridge",2012-07-01,229
"Queens","Rochdale",2012-07-01,262
"Queens","Glendale",2012-07-01,302
"Kings","Prospect Lefferts Gardens",2012-07-01,366
"Queens","Middle Village",2012-07-01,343
"Kings","Homecrest",2012-07-01,366
"Queens","Bellerose",2012-07-01,309
"New York","Clinton",2012-07-01,1083
"New York","Financial District",2012-07-01,980
"Queens","Briarwood",2012-07-01,336
"Kings","Brighton Beach",2012-07-01,500
"Queens","Auburndale",2012-07-01,376
"Queens","Laurelton",2012-07-01,257
"Queens","Rosedale",2012-07-01,246
"Queens","Howard Beach",2012-07-01,283
"Queens","College Point",2012-07-01,336
"Kings","Marine Park",2012-07-01,344
"Queens","Douglaston-Little Neck",2012-07-01,419
"Kings","Clinton Hill",2012-07-01,527
"Queens","Fresh Meadows",2012-07-01,375
"Queens","Oakland Gardens",2012-07-01,388
"New York","West Village",2012-07-01,1239
"Queens","Kew Gardens",2012-07-01,321
"New York","Brooklyn Heights",2012-07-01,727
"Kings","Wingate",2012-07-01,279
"Kings","Gowanus",2012-07-01,665
"Kings","Prospect Heights",2012-07-01,562
"Kings","New Utrecht",2012-07-01,402
"New York","Tribeca",2012-07-01,1299
"New York","Carnegie Hill",2012-07-01,1060
"Queens","Rockaway Park",2012-07-01,289
"New York","Tudor City",2012-07-01,1002
"New York","Battery Park",2012-07-01,892
"Queens","Cambria Heights",2012-07-01,270
"Queens","Hillcrest",2012-07-01,350
"Queens","Jamaica Estates",2012-07-01,386
"Queens","Glen Oaks",2012-07-01,406
"Queens","Bay Terrace",2012-07-01,443
"Queens","Floral park",2012-07-01,387
"Kings","Boerum Hill",2012-07-01,660
"Queens","Jamaica Hills",2012-07-01,299
"Queens","Arverne",2012-07-01,212
"Kings","Georgetown",2012-07-01,320
"Kings","Downtown",2012-07-01,669
"Queens","Pomonok",2012-07-01,398
"Bronx","Clason Point",2012-07-01,252
"New York","Little Italy",2012-07-01,1175
"Kings","Windsor Terrace",2012-07-01,535
"Queens","Rockaway Beach",2012-07-01,255
"Queens","Springfield Gardens",2012-07-01,264
"Bronx","Country Club",2012-07-01,252
"Kings","Cobble Hill",2012-07-01,679
"Bronx","Woodlawn",2012-07-01,213
"Kings","Manhattan Beach",2012-07-01,540
"Kings","Gerritsen Beach",2012-07-01,332
"Queens","Holliswood",2012-07-01,327
"Queens","Belle Harbor",2012-07-01,341
"New York","Garment District",2012-07-01,1395
"Kings","Bergen Beach",2012-07-01,350
"Bronx","City Island",2012-07-01,314
"Kings","Columbia Street Waterfront District",2012-07-01,652
"Kings","DUMBO",2012-07-01,803
"Queens","Utopia",2012-07-01,416
"Queens","Malba",2012-07-01,408
"Queens","Neponsit",2012-07-01,429
"New York","Upper West Side",2012-08-01,1105
"Kings","East New York",2012-08-01,240
"New York","Washington Heights",2012-08-01,442
"Queens","Astoria",2012-08-01,399
"Kings","Williamsburg",2012-08-01,525
"Kings","Bedford Stuyvesant",2012-08-01,352
"Kings","Flatbush",2012-08-01,347
"Kings","Crown Heights",2012-08-01,312
"Queens","Jamaica",2012-08-01,250
"New York","East Harlem",2012-08-01,666
"Kings","Bushwick",2012-08-01,321
"Kings","East Flatbush",2012-08-01,233
"Queens","Corona",2012-08-01,359
"Kings","Sunset Park",2012-08-01,446
"Kings","Borough Park",2012-08-01,347
"Kings","Bensonhurst",2012-08-01,389
"New York","Lower East Side",2012-08-01,985
"Bronx","South Bronx",2012-08-01,205
"Queens","Flushing",2012-08-01,410
"Queens","South Ozone Park",2012-08-01,272
"Queens","Murray Hill",2012-08-01,381
"Queens","Forest Hills",2012-08-01,418
"Queens","Far Rockaway",2012-08-01,246
"Queens","Ridgewood",2012-08-01,336
"Queens","East Elmhurst",2012-08-01,280
"Queens","Jackson Heights",2012-08-01,341
"Kings","Flatlands",2012-08-01,270
"Queens","Ozone Park",2012-08-01,272
"Queens","Queens Village",2012-08-01,257
"Kings","Park Slope",2012-08-01,663
"Kings","Brownsville",2012-08-01,243
"Queens","Richmond Hill",2012-08-01,253
"Kings","Bay Ridge",2012-08-01,464
"Kings","Bath Beach",2012-08-01,381
"Queens","Bayside",2012-08-01,409
"Queens","Maspeth",2012-08-01,328
"New York","Hamilton Heights",2012-08-01,508
"Queens","Woodside",2012-08-01,356
"Queens","Sunnyside",2012-08-01,370
"Kings","Coney Island",2012-08-01,329
"Queens","Rego Park",2012-08-01,369
"New York","Morningside Heights",2012-08-01,663
"Queens","Kew Gardens Hills",2012-08-01,329
"Bronx","Parkchester",2012-08-01,137
"Queens","Woodhaven",2012-08-01,254
"New York","Inwood",2012-08-01,409
"Kings","Dyker Heights",2012-08-01,405
"Queens","St. Albans",2012-08-01,237
"Queens","Hollis",2012-08-01,227
"Queens","Whitestone",2012-08-01,395
"Kings","Fort Greene",2012-08-01,646
"Kings","Greenwood",2012-08-01,557
"Kings","Greenpoint",2012-08-01,617
"Bronx","Kingsbridge",2012-08-01,228
"Queens","Rochdale",2012-08-01,261
"Queens","Glendale",2012-08-01,301
"Kings","Prospect Lefferts Gardens",2012-08-01,374
"Queens","Middle Village",2012-08-01,344
"Kings","Homecrest",2012-08-01,368
"Queens","Bellerose",2012-08-01,310
"New York","Clinton",2012-08-01,1087
"New York","Financial District",2012-08-01,986
"Queens","Briarwood",2012-08-01,340
"Kings","Brighton Beach",2012-08-01,506
"Queens","Auburndale",2012-08-01,376
"Queens","Laurelton",2012-08-01,258
"Queens","Rosedale",2012-08-01,247
"Queens","Howard Beach",2012-08-01,280
"Queens","College Point",2012-08-01,337
"Kings","Marine Park",2012-08-01,345
"Queens","Douglaston-Little Neck",2012-08-01,420
"Kings","Clinton Hill",2012-08-01,536
"Queens","Fresh Meadows",2012-08-01,375
"Queens","Oakland Gardens",2012-08-01,385
"New York","West Village",2012-08-01,1250
"Queens","Kew Gardens",2012-08-01,320
"New York","Brooklyn Heights",2012-08-01,734
"Kings","Wingate",2012-08-01,281
"Kings","Gowanus",2012-08-01,674
"Kings","Prospect Heights",2012-08-01,571
"Kings","New Utrecht",2012-08-01,404
"New York","Tribeca",2012-08-01,1300
"New York","Carnegie Hill",2012-08-01,1068
"Queens","Rockaway Park",2012-08-01,286
"New York","Tudor City",2012-08-01,1011
"New York","Battery Park",2012-08-01,900
"Queens","Cambria Heights",2012-08-01,269
"Queens","Hillcrest",2012-08-01,350
"Queens","Jamaica Estates",2012-08-01,387
"Queens","Glen Oaks",2012-08-01,408
"Queens","Bay Terrace",2012-08-01,448
"Queens","Floral park",2012-08-01,386
"Kings","Boerum Hill",2012-08-01,668
"Queens","Jamaica Hills",2012-08-01,299
"Queens","Arverne",2012-08-01,213
"Kings","Georgetown",2012-08-01,322
"Kings","Downtown",2012-08-01,674
"Queens","Pomonok",2012-08-01,397
"Bronx","Clason Point",2012-08-01,249
"New York","Little Italy",2012-08-01,1190
"Kings","Windsor Terrace",2012-08-01,540
"Queens","Rockaway Beach",2012-08-01,256
"Queens","Springfield Gardens",2012-08-01,262
"Bronx","Country Club",2012-08-01,251
"Kings","Cobble Hill",2012-08-01,681
"Bronx","Woodlawn",2012-08-01,211
"Kings","Manhattan Beach",2012-08-01,542
"Kings","Gerritsen Beach",2012-08-01,334
"Queens","Holliswood",2012-08-01,333
"Queens","Belle Harbor",2012-08-01,340
"New York","Garment District",2012-08-01,1401
"Kings","Bergen Beach",2012-08-01,350
"Bronx","City Island",2012-08-01,314
"Kings","Columbia Street Waterfront District",2012-08-01,655
"Kings","DUMBO",2012-08-01,813
"Queens","Utopia",2012-08-01,417
"Queens","Malba",2012-08-01,410
"Queens","Neponsit",2012-08-01,433
"New York","Upper West Side",2012-09-01,1106
"Kings","East New York",2012-09-01,237
"New York","Washington Heights",2012-09-01,439
"Queens","Astoria",2012-09-01,399
"Kings","Williamsburg",2012-09-01,543
"Kings","Bedford Stuyvesant",2012-09-01,357
"Kings","Flatbush",2012-09-01,349
"Kings","Crown Heights",2012-09-01,318
"Queens","Jamaica",2012-09-01,249
"New York","East Harlem",2012-09-01,668
"Kings","Bushwick",2012-09-01,327
"Kings","East Flatbush",2012-09-01,235
"Queens","Corona",2012-09-01,359
"Kings","Sunset Park",2012-09-01,449
"Kings","Borough Park",2012-09-01,352
"Kings","Bensonhurst",2012-09-01,391
"New York","Lower East Side",2012-09-01,996
"Bronx","South Bronx",2012-09-01,202
"Queens","Flushing",2012-09-01,409
"Queens","South Ozone Park",2012-09-01,271
"Queens","Murray Hill",2012-09-01,381
"Queens","Forest Hills",2012-09-01,419
"Queens","Far Rockaway",2012-09-01,246
"Queens","Ridgewood",2012-09-01,337
"Queens","East Elmhurst",2012-09-01,279
"Queens","Jackson Heights",2012-09-01,342
"Kings","Flatlands",2012-09-01,272
"Queens","Ozone Park",2012-09-01,270
"Queens","Queens Village",2012-09-01,257
"Kings","Park Slope",2012-09-01,672
"Kings","Brownsville",2012-09-01,246
"Queens","Richmond Hill",2012-09-01,252
"Kings","Bay Ridge",2012-09-01,478
"Kings","Bath Beach",2012-09-01,382
"Queens","Bayside",2012-09-01,408
"Queens","Maspeth",2012-09-01,326
"New York","Hamilton Heights",2012-09-01,510
"Queens","Woodside",2012-09-01,352
"Queens","Sunnyside",2012-09-01,371
"Kings","Coney Island",2012-09-01,330
"Queens","Rego Park",2012-09-01,369
"New York","Morningside Heights",2012-09-01,667
"Queens","Kew Gardens Hills",2012-09-01,330
"Bronx","Parkchester",2012-09-01,137
"Queens","Woodhaven",2012-09-01,254
"New York","Inwood",2012-09-01,408
"Kings","Dyker Heights",2012-09-01,408
"Queens","St. Albans",2012-09-01,237
"Queens","Hollis",2012-09-01,227
"Queens","Whitestone",2012-09-01,396
"Kings","Fort Greene",2012-09-01,656
"Kings","Greenwood",2012-09-01,562
"Kings","Greenpoint",2012-09-01,627
"Bronx","Kingsbridge",2012-09-01,228
"Queens","Rochdale",2012-09-01,260
"Queens","Glendale",2012-09-01,300
"Kings","Prospect Lefferts Gardens",2012-09-01,380
"Queens","Middle Village",2012-09-01,343
"Kings","Homecrest",2012-09-01,371
"Queens","Bellerose",2012-09-01,311
"New York","Clinton",2012-09-01,1095
"New York","Financial District",2012-09-01,992
"Queens","Briarwood",2012-09-01,341
"Kings","Brighton Beach",2012-09-01,510
"Queens","Auburndale",2012-09-01,375
"Queens","Laurelton",2012-09-01,258
"Queens","Rosedale",2012-09-01,248
"Queens","Howard Beach",2012-09-01,277
"Queens","College Point",2012-09-01,337
"Kings","Marine Park",2012-09-01,346
"Queens","Douglaston-Little Neck",2012-09-01,420
"Kings","Clinton Hill",2012-09-01,547
"Queens","Fresh Meadows",2012-09-01,375
"Queens","Oakland Gardens",2012-09-01,385
"New York","West Village",2012-09-01,1260
"Queens","Kew Gardens",2012-09-01,319
"New York","Brooklyn Heights",2012-09-01,743
"Kings","Wingate",2012-09-01,284
"Kings","Gowanus",2012-09-01,680
"Kings","Prospect Heights",2012-09-01,579
"Kings","New Utrecht",2012-09-01,407
"New York","Tribeca",2012-09-01,1302
"New York","Carnegie Hill",2012-09-01,1061
"Queens","Rockaway Park",2012-09-01,284
"New York","Tudor City",2012-09-01,1017
"New York","Battery Park",2012-09-01,906
"Queens","Cambria Heights",2012-09-01,268
"Queens","Hillcrest",2012-09-01,350
"Queens","Jamaica Estates",2012-09-01,387
"Queens","Glen Oaks",2012-09-01,411
"Queens","Bay Terrace",2012-09-01,449
"Queens","Floral park",2012-09-01,385
"Kings","Boerum Hill",2012-09-01,675
"Queens","Jamaica Hills",2012-09-01,298
"Queens","Arverne",2012-09-01,214
"Kings","Georgetown",2012-09-01,324
"Kings","Downtown",2012-09-01,680
"Queens","Pomonok",2012-09-01,393
"Bronx","Clason Point",2012-09-01,244
"New York","Little Italy",2012-09-01,1188
"Kings","Windsor Terrace",2012-09-01,547
"Queens","Rockaway Beach",2012-09-01,257
"Queens","Springfield Gardens",2012-09-01,260
"Bronx","Country Club",2012-09-01,252
"Kings","Cobble Hill",2012-09-01,676
"Bronx","Woodlawn",2012-09-01,210
"Kings","Manhattan Beach",2012-09-01,544
"Kings","Gerritsen Beach",2012-09-01,336
"Queens","Holliswood",2012-09-01,338
"Queens","Belle Harbor",2012-09-01,340
"New York","Garment District",2012-09-01,1402
"Kings","Bergen Beach",2012-09-01,352
"Bronx","City Island",2012-09-01,314
"Kings","Columbia Street Waterfront District",2012-09-01,656
"Kings","DUMBO",2012-09-01,822
"Queens","Utopia",2012-09-01,419
"Queens","Malba",2012-09-01,413
"Queens","Neponsit",2012-09-01,437
"New York","Upper West Side",2012-10-01,1109
"Kings","East New York",2012-10-01,233
"New York","Washington Heights",2012-10-01,431
"Queens","Astoria",2012-10-01,402
"Kings","Williamsburg",2012-10-01,556
"Kings","Bedford Stuyvesant",2012-10-01,362
"Kings","Flatbush",2012-10-01,349
"Kings","Crown Heights",2012-10-01,327
"Queens","Jamaica",2012-10-01,249
"New York","East Harlem",2012-10-01,670
"Kings","Bushwick",2012-10-01,331
"Kings","East Flatbush",2012-10-01,236
"Queens","Corona",2012-10-01,360
"Kings","Sunset Park",2012-10-01,452
"Kings","Borough Park",2012-10-01,354
"Kings","Bensonhurst",2012-10-01,392
"New York","Lower East Side",2012-10-01,1007
"Bronx","South Bronx",2012-10-01,201
"Queens","Flushing",2012-10-01,410
"Queens","South Ozone Park",2012-10-01,271
"Queens","Murray Hill",2012-10-01,382
"Queens","Forest Hills",2012-10-01,420
"Queens","Far Rockaway",2012-10-01,245
"Queens","Ridgewood",2012-10-01,338
"Queens","East Elmhurst",2012-10-01,279
"Queens","Jackson Heights",2012-10-01,343
"Kings","Flatlands",2012-10-01,275
"Queens","Ozone Park",2012-10-01,268
"Queens","Queens Village",2012-10-01,258
"Kings","Park Slope",2012-10-01,678
"Kings","Brownsville",2012-10-01,247
"Queens","Richmond Hill",2012-10-01,253
"Kings","Bay Ridge",2012-10-01,487
"Kings","Bath Beach",2012-10-01,383
"Queens","Bayside",2012-10-01,407
"Queens","Maspeth",2012-10-01,324
"New York","Hamilton Heights",2012-10-01,512
"Queens","Woodside",2012-10-01,350
"Queens","Sunnyside",2012-10-01,375
"Kings","Coney Island",2012-10-01,331
"Queens","Rego Park",2012-10-01,370
"New York","Morningside Heights",2012-10-01,671
"Queens","Kew Gardens Hills",2012-10-01,331
"Bronx","Parkchester",2012-10-01,137
"Queens","Woodhaven",2012-10-01,254
"New York","Inwood",2012-10-01,403
"Kings","Dyker Heights",2012-10-01,411
"Queens","St. Albans",2012-10-01,238
"Queens","Hollis",2012-10-01,229
"Queens","Whitestone",2012-10-01,397
"Kings","Fort Greene",2012-10-01,665
"Kings","Greenwood",2012-10-01,566
"Kings","Greenpoint",2012-10-01,636
"Bronx","Kingsbridge",2012-10-01,231
"Queens","Rochdale",2012-10-01,260
"Queens","Glendale",2012-10-01,299
"Kings","Prospect Lefferts Gardens",2012-10-01,384
"Queens","Middle Village",2012-10-01,342
"Kings","Homecrest",2012-10-01,372
"Queens","Bellerose",2012-10-01,311
"New York","Clinton",2012-10-01,1105
"New York","Financial District",2012-10-01,998
"Queens","Briarwood",2012-10-01,344
"Kings","Brighton Beach",2012-10-01,511
"Queens","Auburndale",2012-10-01,376
"Queens","Laurelton",2012-10-01,258
"Queens","Rosedale",2012-10-01,248
"Queens","Howard Beach",2012-10-01,274
"Queens","College Point",2012-10-01,338
"Kings","Marine Park",2012-10-01,347
"Queens","Douglaston-Little Neck",2012-10-01,421
"Kings","Clinton Hill",2012-10-01,556
"Queens","Fresh Meadows",2012-10-01,377
"Queens","Oakland Gardens",2012-10-01,387
"New York","West Village",2012-10-01,1263
"Queens","Kew Gardens",2012-10-01,318
"New York","Brooklyn Heights",2012-10-01,753
"Kings","Wingate",2012-10-01,285
"Kings","Gowanus",2012-10-01,685
"Kings","Prospect Heights",2012-10-01,583
"Kings","New Utrecht",2012-10-01,410
"New York","Tribeca",2012-10-01,1310
"New York","Carnegie Hill",2012-10-01,1048
"Queens","Rockaway Park",2012-10-01,284
"New York","Tudor City",2012-10-01,1020
"New York","Battery Park",2012-10-01,911
"Queens","Cambria Heights",2012-10-01,269
"Queens","Hillcrest",2012-10-01,351
"Queens","Jamaica Estates",2012-10-01,387
"Queens","Glen Oaks",2012-10-01,412
"Queens","Bay Terrace",2012-10-01,449
"Queens","Floral park",2012-10-01,386
"Kings","Boerum Hill",2012-10-01,680
"Queens","Jamaica Hills",2012-10-01,298
"Queens","Arverne",2012-10-01,215
"Kings","Georgetown",2012-10-01,325
"Kings","Downtown",2012-10-01,682
"Queens","Pomonok",2012-10-01,388
"Bronx","Clason Point",2012-10-01,240
"New York","Little Italy",2012-10-01,1184
"Kings","Windsor Terrace",2012-10-01,555
"Queens","Rockaway Beach",2012-10-01,258
"Queens","Springfield Gardens",2012-10-01,260
"Bronx","Country Club",2012-10-01,252
"Kings","Cobble Hill",2012-10-01,668
"Bronx","Woodlawn",2012-10-01,208
"Kings","Manhattan Beach",2012-10-01,545
"Kings","Gerritsen Beach",2012-10-01,339
"Queens","Holliswood",2012-10-01,342
"Queens","Belle Harbor",2012-10-01,342
"New York","Garment District",2012-10-01,1408
"Kings","Bergen Beach",2012-10-01,355
"Bronx","City Island",2012-10-01,313
"Kings","Columbia Street Waterfront District",2012-10-01,653
"Kings","DUMBO",2012-10-01,822
"Queens","Utopia",2012-10-01,422
"Queens","Malba",2012-10-01,416
"Queens","Neponsit",2012-10-01,439
"New York","Upper West Side",2012-11-01,1114
"Kings","East New York",2012-11-01,232
"New York","Washington Heights",2012-11-01,426
"Queens","Astoria",2012-11-01,406
"Kings","Williamsburg",2012-11-01,566
"Kings","Bedford Stuyvesant",2012-11-01,365
"Kings","Flatbush",2012-11-01,348
"Kings","Crown Heights",2012-11-01,335
"Queens","Jamaica",2012-11-01,250
"New York","East Harlem",2012-11-01,672
"Kings","Bushwick",2012-11-01,334
"Kings","East Flatbush",2012-11-01,236
"Queens","Corona",2012-11-01,360
"Kings","Sunset Park",2012-11-01,456
"Kings","Borough Park",2012-11-01,355
"Kings","Bensonhurst",2012-11-01,392
"New York","Lower East Side",2012-11-01,1012
"Bronx","South Bronx",2012-11-01,200
"Queens","Flushing",2012-11-01,411
"Queens","South Ozone Park",2012-11-01,271
"Queens","Murray Hill",2012-11-01,384
"Queens","Forest Hills",2012-11-01,421
"Queens","Far Rockaway",2012-11-01,244
"Queens","Ridgewood",2012-11-01,338
"Queens","East Elmhurst",2012-11-01,280
"Queens","Jackson Heights",2012-11-01,343
"Kings","Flatlands",2012-11-01,276
"Queens","Ozone Park",2012-11-01,269
"Queens","Queens Village",2012-11-01,260
"Kings","Park Slope",2012-11-01,681
"Kings","Brownsville",2012-11-01,247
"Queens","Richmond Hill",2012-11-01,254
"Kings","Bay Ridge",2012-11-01,488
"Kings","Bath Beach",2012-11-01,382
"Queens","Bayside",2012-11-01,408
"Queens","Maspeth",2012-11-01,324
"New York","Hamilton Heights",2012-11-01,513
"Queens","Woodside",2012-11-01,352
"Queens","Sunnyside",2012-11-01,381
"Kings","Coney Island",2012-11-01,332
"Queens","Rego Park",2012-11-01,371
"New York","Morningside Heights",2012-11-01,680
"Queens","Kew Gardens Hills",2012-11-01,331
"Bronx","Parkchester",2012-11-01,134
"Queens","Woodhaven",2012-11-01,256
"New York","Inwood",2012-11-01,402
"Kings","Dyker Heights",2012-11-01,412
"Queens","St. Albans",2012-11-01,238
"Queens","Hollis",2012-11-01,230
"Queens","Whitestone",2012-11-01,398
"Kings","Fort Greene",2012-11-01,672
"Kings","Greenwood",2012-11-01,569
"Kings","Greenpoint",2012-11-01,643
"Bronx","Kingsbridge",2012-11-01,232
"Queens","Rochdale",2012-11-01,262
"Queens","Glendale",2012-11-01,299
"Kings","Prospect Lefferts Gardens",2012-11-01,387
"Queens","Middle Village",2012-11-01,341
"Kings","Homecrest",2012-11-01,372
"Queens","Bellerose",2012-11-01,311
"New York","Clinton",2012-11-01,1110
"New York","Financial District",2012-11-01,1006
"Queens","Briarwood",2012-11-01,346
"Kings","Brighton Beach",2012-11-01,511
"Queens","Auburndale",2012-11-01,377
"Queens","Laurelton",2012-11-01,259
"Queens","Rosedale",2012-11-01,249
"Queens","Howard Beach",2012-11-01,271
"Queens","College Point",2012-11-01,339
"Kings","Marine Park",2012-11-01,347
"Queens","Douglaston-Little Neck",2012-11-01,421
"Kings","Clinton Hill",2012-11-01,562
"Queens","Fresh Meadows",2012-11-01,378
"Queens","Oakland Gardens",2012-11-01,389
"New York","West Village",2012-11-01,1272
"Queens","Kew Gardens",2012-11-01,318
"New York","Brooklyn Heights",2012-11-01,759
"Kings","Wingate",2012-11-01,286
"Kings","Gowanus",2012-11-01,688
"Kings","Prospect Heights",2012-11-01,585
"Kings","New Utrecht",2012-11-01,411
"New York","Tribeca",2012-11-01,1321
"New York","Carnegie Hill",2012-11-01,1037
"Queens","Rockaway Park",2012-11-01,286
"New York","Tudor City",2012-11-01,1026
"New York","Battery Park",2012-11-01,924
"Queens","Cambria Heights",2012-11-01,271
"Queens","Hillcrest",2012-11-01,353
"Queens","Jamaica Estates",2012-11-01,389
"Queens","Glen Oaks",2012-11-01,413
"Queens","Bay Terrace",2012-11-01,447
"Queens","Floral park",2012-11-01,387
"Kings","Boerum Hill",2012-11-01,682
"Queens","Jamaica Hills",2012-11-01,298
"Queens","Arverne",2012-11-01,217
"Kings","Georgetown",2012-11-01,324
"Kings","Downtown",2012-11-01,681
"Queens","Pomonok",2012-11-01,387
"Bronx","Clason Point",2012-11-01,237
"New York","Little Italy",2012-11-01,1188
"Kings","Windsor Terrace",2012-11-01,560
"Queens","Rockaway Beach",2012-11-01,260
"Queens","Springfield Gardens",2012-11-01,260
"Bronx","Country Club",2012-11-01,251
"Kings","Cobble Hill",2012-11-01,666
"Bronx","Woodlawn",2012-11-01,207
"Kings","Manhattan Beach",2012-11-01,542
"Kings","Gerritsen Beach",2012-11-01,340
"Queens","Holliswood",2012-11-01,345
"Queens","Belle Harbor",2012-11-01,343
"New York","Garment District",2012-11-01,1424
"Kings","Bergen Beach",2012-11-01,354
"Bronx","City Island",2012-11-01,312
"Kings","Columbia Street Waterfront District",2012-11-01,651
"Kings","DUMBO",2012-11-01,811
"Queens","Utopia",2012-11-01,423
"Queens","Malba",2012-11-01,418
"Queens","Neponsit",2012-11-01,439
"New York","Upper West Side",2012-12-01,1123
"Kings","East New York",2012-12-01,233
"New York","Washington Heights",2012-12-01,426
"Queens","Astoria",2012-12-01,408
"Kings","Williamsburg",2012-12-01,572
"Kings","Bedford Stuyvesant",2012-12-01,367
"Kings","Flatbush",2012-12-01,348
"Kings","Crown Heights",2012-12-01,338
"Queens","Jamaica",2012-12-01,249
"New York","East Harlem",2012-12-01,676
"Kings","Bushwick",2012-12-01,337
"Kings","East Flatbush",2012-12-01,236
"Queens","Corona",2012-12-01,361
"Kings","Sunset Park",2012-12-01,459
"Kings","Borough Park",2012-12-01,354
"Kings","Bensonhurst",2012-12-01,393
"New York","Lower East Side",2012-12-01,1013
"Bronx","South Bronx",2012-12-01,199
"Queens","Flushing",2012-12-01,411
"Queens","South Ozone Park",2012-12-01,271
"Queens","Murray Hill",2012-12-01,385
"Queens","Forest Hills",2012-12-01,423
"Queens","Far Rockaway",2012-12-01,243
"Queens","Ridgewood",2012-12-01,340
"Queens","East Elmhurst",2012-12-01,282
"Queens","Jackson Heights",2012-12-01,345
"Kings","Flatlands",2012-12-01,276
"Queens","Ozone Park",2012-12-01,269
"Queens","Queens Village",2012-12-01,261
"Kings","Park Slope",2012-12-01,683
"Kings","Brownsville",2012-12-01,247
"Queens","Richmond Hill",2012-12-01,254
"Kings","Bay Ridge",2012-12-01,489
