"CountyName","RegionName","Date","Price"
"New York","Battery Park",2010-01-01,887
"Queens","Cambria Heights",2010-01-01,301
"Queens","Hillcrest",2010-01-01,359
"Queens","Jamaica Estates",2010-01-01,392
"Queens","Glen Oaks",2010-01-01,422
"Queens","Bay Terrace",2010-01-01,474
"Queens","Floral park",2010-01-01,391
"Kings","Boerum Hill",2010-01-01,605
"Queens","Jamaica Hills",2010-01-01,302
"Queens","Arverne",2010-01-01,252
"Kings","Georgetown",2010-01-01,336
"Kings","Downtown",2010-01-01,638
"Queens","Pomonok",2010-01-01,401
"Bronx","Clason Point",2010-01-01,256
"New York","Little Italy",2010-01-01,1104
"Kings","Windsor Terrace",2010-01-01,486
"Queens","Rockaway Beach",2010-01-01,319
"Queens","Springfield Gardens",2010-01-01,296
"Bronx","Country Club",2010-01-01,265
"Kings","Cobble Hill",2010-01-01,648
"Bronx","Woodlawn",2010-01-01,217
"Kings","Manhattan Beach",2010-01-01,547
"Kings","Gerritsen Beach",2010-01-01,342
"Queens","Belle Harbor",2010-01-01,357
"New York","Garment District",2010-01-01,1089
"Kings","Bergen Beach",2010-01-01,339
"Bronx","City Island",2010-01-01,371
"Kings","Columbia Street Waterfront District",2010-01-01,608
"Queens","Utopia",2010-01-01,419
"Queens","Malba",2010-01-01,435
"Queens","Neponsit",2010-01-01,478
"New York","Upper West Side",2010-02-01,971
"Kings","East New York",2010-02-01,267
"New York","Washington Heights",2010-02-01,449
"Queens","Astoria",2010-02-01,421
"Kings","Flatbush",2010-02-01,337
"Queens","Jamaica",2010-02-01,276
"New York","East Harlem",2010-02-01,639
"Kings","Bushwick",2010-02-01,328
"Kings","East Flatbush",2010-02-01,253
"Queens","Corona",2010-02-01,374
"Kings","Sunset Park",2010-02-01,441
"Kings","Bensonhurst",2010-02-01,391
"New York","Lower East Side",2010-02-01,905
"Bronx","South Bronx",2010-02-01,225
"Queens","Flushing",2010-02-01,390
"Queens","South Ozone Park",2010-02-01,280
"Queens","Murray Hill",2010-02-01,387
"Queens","Forest Hills",2010-02-01,407
"Queens","Far Rockaway",2010-02-01,269
"Queens","Ridgewood",2010-02-01,343
"Queens","East Elmhurst",2010-02-01,293
"Queens","Jackson Heights",2010-02-01,339
"Kings","Flatlands",2010-02-01,288
"Queens","Ozone Park",2010-02-01,284
"Queens","Queens Village",2010-02-01,283
"Kings","Brownsville",2010-02-01,274
"Queens","Richmond Hill",2010-02-01,261
"Kings","Bay Ridge",2010-02-01,427
"Kings","Bath Beach",2010-02-01,379
"Queens","Bayside",2010-02-01,412
"Queens","Maspeth",2010-02-01,336
"New York","Hamilton Heights",2010-02-01,465
"Queens","Woodside",2010-02-01,366
"Queens","Sunnyside",2010-02-01,420
"Kings","Coney Island",2010-02-01,322
"Queens","Rego Park",2010-02-01,380
"New York","Morningside Heights",2010-02-01,601
"Queens","Kew Gardens Hills",2010-02-01,324
"Bronx","Parkchester",2010-02-01,171
"Queens","Woodhaven",2010-02-01,262
"Kings","Dyker Heights",2010-02-01,411
"Queens","St. Albans",2010-02-01,264
"Queens","Hollis",2010-02-01,252
"Queens","Whitestone",2010-02-01,406
"Kings","Fort Greene",2010-02-01,641
"Kings","Greenwood",2010-02-01,513
"Bronx","Kingsbridge",2010-02-01,278
"Queens","Rochdale",2010-02-01,285
"Queens","Glendale",2010-02-01,312
"Queens","Middle Village",2010-02-01,345
"Kings","Homecrest",2010-02-01,377
"Queens","Bellerose",2010-02-01,319
"New York","Clinton",2010-02-01,996
"New York","Financial District",2010-02-01,926
"Queens","Briarwood",2010-02-01,345
"Kings","Brighton Beach",2010-02-01,469
"Queens","Auburndale",2010-02-01,381
"Queens","Laurelton",2010-02-01,275
"Queens","Rosedale",2010-02-01,282
"Queens","Howard Beach",2010-02-01,299
"Queens","College Point",2010-02-01,344
"Kings","Marine Park",2010-02-01,347
"Queens","Douglaston-Little Neck",2010-02-01,434
"Queens","Fresh Meadows",2010-02-01,372
"Queens","Oakland Gardens",2010-02-01,413
"New York","West Village",2010-02-01,1095
"Queens","Kew Gardens",2010-02-01,328
"Kings","Wingate",2010-02-01,274
"Kings","Prospect Heights",2010-02-01,513
"Kings","New Utrecht",2010-02-01,401
"New York","Tribeca",2010-02-01,1116
"New York","Carnegie Hill",2010-02-01,929
"Queens","Rockaway Park",2010-02-01,334
"New York","Tudor City",2010-02-01,912
"New York","Battery Park",2010-02-01,878
"Queens","Cambria Heights",2010-02-01,304
"Queens","Hillcrest",2010-02-01,362
"Queens","Jamaica Estates",2010-02-01,399
"Queens","Glen Oaks",2010-02-01,426
"Queens","Bay Terrace",2010-02-01,468
"Queens","Floral park",2010-02-01,394
"Kings","Boerum Hill",2010-02-01,610
"Queens","Jamaica Hills",2010-02-01,307
"Queens","Arverne",2010-02-01,259
"Kings","Georgetown",2010-02-01,336
"Kings","Downtown",2010-02-01,635
"Queens","Pomonok",2010-02-01,402
"Bronx","Clason Point",2010-02-01,257
"New York","Little Italy",2010-02-01,1070
"Kings","Windsor Terrace",2010-02-01,479
"Queens","Rockaway Beach",2010-02-01,323
"Queens","Springfield Gardens",2010-02-01,296
"Bronx","Country Club",2010-02-01,267
"Kings","Cobble Hill",2010-02-01,658
"Bronx","Woodlawn",2010-02-01,216
"Kings","Manhattan Beach",2010-02-01,532
"Kings","Gerritsen Beach",2010-02-01,341
"Queens","Belle Harbor",2010-02-01,358
"New York","Garment District",2010-02-01,1070
"Kings","Bergen Beach",2010-02-01,343
"Bronx","City Island",2010-02-01,371
"Kings","Columbia Street Waterfront District",2010-02-01,605
"Queens","Utopia",2010-02-01,419
"Queens","Malba",2010-02-01,437
"Queens","Neponsit",2010-02-01,480
"New York","Upper West Side",2010-03-01,981
"Kings","East New York",2010-03-01,270
"New York","Washington Heights",2010-03-01,451
"Queens","Astoria",2010-03-01,424
"Kings","Flatbush",2010-03-01,335
"Queens","Jamaica",2010-03-01,273
"New York","East Harlem",2010-03-01,646
"Kings","Bushwick",2010-03-01,323
"Kings","East Flatbush",2010-03-01,251
"Queens","Corona",2010-03-01,373
"Kings","Sunset Park",2010-03-01,437
"Kings","Bensonhurst",2010-03-01,390
"New York","Lower East Side",2010-03-01,906
"Bronx","South Bronx",2010-03-01,225
"Queens","Flushing",2010-03-01,392
"Queens","South Ozone Park",2010-03-01,279
"Queens","Murray Hill",2010-03-01,389
"Queens","Forest Hills",2010-03-01,411
"Queens","Far Rockaway",2010-03-01,268
"Queens","Ridgewood",2010-03-01,344
"Queens","East Elmhurst",2010-03-01,294
"Queens","Jackson Heights",2010-03-01,338
"Kings","Flatlands",2010-03-01,287
"Queens","Ozone Park",2010-03-01,284
"Queens","Queens Village",2010-03-01,282
"Kings","Brownsville",2010-03-01,273
"Queens","Richmond Hill",2010-03-01,262
"Kings","Bay Ridge",2010-03-01,440
"Kings","Bath Beach",2010-03-01,378
"Queens","Bayside",2010-03-01,415
"Queens","Maspeth",2010-03-01,336
"New York","Hamilton Heights",2010-03-01,469
"Queens","Woodside",2010-03-01,368
"Queens","Sunnyside",2010-03-01,422
"Kings","Coney Island",2010-03-01,319
"Queens","Rego Park",2010-03-01,381
"New York","Morningside Heights",2010-03-01,605
"Queens","Kew Gardens Hills",2010-03-01,325
"Bronx","Parkchester",2010-03-01,175
"Queens","Woodhaven",2010-03-01,263
"Kings","Dyker Heights",2010-03-01,409
"Queens","St. Albans",2010-03-01,263
"Queens","Hollis",2010-03-01,250
"Queens","Whitestone",2010-03-01,409
"Kings","Fort Greene",2010-03-01,634
"Kings","Greenwood",2010-03-01,514
"Bronx","Kingsbridge",2010-03-01,277
"Queens","Rochdale",2010-03-01,284
"Queens","Glendale",2010-03-01,314
"Queens","Middle Village",2010-03-01,347
"Kings","Homecrest",2010-03-01,377
"Queens","Bellerose",2010-03-01,318
"New York","Clinton",2010-03-01,1005
"New York","Financial District",2010-03-01,927
"Queens","Briarwood",2010-03-01,345
"Kings","Brighton Beach",2010-03-01,470
"Queens","Auburndale",2010-03-01,384
"Queens","Laurelton",2010-03-01,274
"Queens","Rosedale",2010-03-01,280
"Queens","Howard Beach",2010-03-01,304
"Queens","College Point",2010-03-01,347
"Kings","Marine Park",2010-03-01,346
"Queens","Douglaston-Little Neck",2010-03-01,435
"Queens","Fresh Meadows",2010-03-01,376
"Queens","Oakland Gardens",2010-03-01,410
"New York","West Village",2010-03-01,1105
"Queens","Kew Gardens",2010-03-01,327
"Kings","Wingate",2010-03-01,276
"Kings","Prospect Heights",2010-03-01,515
"Kings","New Utrecht",2010-03-01,400
"New York","Tribeca",2010-03-01,1124
"New York","Carnegie Hill",2010-03-01,944
"Queens","Rockaway Park",2010-03-01,338
"New York","Tudor City",2010-03-01,918
"New York","Battery Park",2010-03-01,873
"Queens","Cambria Heights",2010-03-01,304
"Queens","Hillcrest",2010-03-01,362
"Queens","Jamaica Estates",2010-03-01,397
"Queens","Glen Oaks",2010-03-01,428
"Queens","Bay Terrace",2010-03-01,465
"Queens","Floral park",2010-03-01,395
"Kings","Boerum Hill",2010-03-01,610
"Queens","Jamaica Hills",2010-03-01,308
"Queens","Arverne",2010-03-01,263
"Kings","Georgetown",2010-03-01,336
"Kings","Downtown",2010-03-01,637
"Queens","Pomonok",2010-03-01,405
"Bronx","Clason Point",2010-03-01,255
"New York","Little Italy",2010-03-01,1083
"Kings","Windsor Terrace",2010-03-01,478
"Queens","Rockaway Beach",2010-03-01,321
"Queens","Springfield Gardens",2010-03-01,296
"Bronx","Country Club",2010-03-01,268
"Kings","Cobble Hill",2010-03-01,652
"Bronx","Woodlawn",2010-03-01,216
"Kings","Manhattan Beach",2010-03-01,539
"Kings","Gerritsen Beach",2010-03-01,341
"Queens","Belle Harbor",2010-03-01,357
"New York","Garment District",2010-03-01,1073
"Kings","Bergen Beach",2010-03-01,343
"Bronx","City Island",2010-03-01,372
"Kings","Columbia Street Waterfront District",2010-03-01,603
"Queens","Utopia",2010-03-01,423
"Queens","Malba",2010-03-01,439
"Queens","Neponsit",2010-03-01,480
"New York","Upper West Side",2010-04-01,989
"Kings","East New York",2010-04-01,268
"New York","Washington Heights",2010-04-01,458
"Queens","Astoria",2010-04-01,425
"Kings","Flatbush",2010-04-01,334
"Queens","Jamaica",2010-04-01,274
"New York","East Harlem",2010-04-01,657
"Kings","Bushwick",2010-04-01,318
"Kings","East Flatbush",2010-04-01,250
"Queens","Corona",2010-04-01,373
"Kings","Sunset Park",2010-04-01,434
"Kings","Bensonhurst",2010-04-01,388
"New York","Lower East Side",2010-04-01,913
"Bronx","South Bronx",2010-04-01,225
"Queens","Flushing",2010-04-01,395
"Queens","South Ozone Park",2010-04-01,279
"Queens","Murray Hill",2010-04-01,391
"Queens","Forest Hills",2010-04-01,412
"Queens","Far Rockaway",2010-04-01,268
"Queens","Ridgewood",2010-04-01,345
"Queens","East Elmhurst",2010-04-01,293
"Queens","Jackson Heights",2010-04-01,340
"Kings","Flatlands",2010-04-01,286
"Queens","Ozone Park",2010-04-01,286
"Queens","Queens Village",2010-04-01,284
"Kings","Brownsville",2010-04-01,269
"Queens","Richmond Hill",2010-04-01,264
"Kings","Bay Ridge",2010-04-01,449
"Kings","Bath Beach",2010-04-01,376
"Queens","Bayside",2010-04-01,418
"Queens","Maspeth",2010-04-01,337
"New York","Hamilton Heights",2010-04-01,478
"Queens","Woodside",2010-04-01,370
"Queens","Sunnyside",2010-04-01,428
"Kings","Coney Island",2010-04-01,315
"Queens","Rego Park",2010-04-01,382
"New York","Morningside Heights",2010-04-01,616
"Queens","Kew Gardens Hills",2010-04-01,327
"Bronx","Parkchester",2010-04-01,172
"Queens","Woodhaven",2010-04-01,264
"New York","Inwood",2010-04-01,487
"Kings","Dyker Heights",2010-04-01,407
"Queens","St. Albans",2010-04-01,263
"Queens","Hollis",2010-04-01,250
"Queens","Whitestone",2010-04-01,411
"Kings","Fort Greene",2010-04-01,628
"Kings","Greenwood",2010-04-01,513
"Bronx","Kingsbridge",2010-04-01,276
"Queens","Rochdale",2010-04-01,286
"Queens","Glendale",2010-04-01,315
"Queens","Middle Village",2010-04-01,349
"Kings","Homecrest",2010-04-01,375
"Queens","Bellerose",2010-04-01,320
"New York","Clinton",2010-04-01,1010
"New York","Financial District",2010-04-01,927
"Queens","Briarwood",2010-04-01,346
"Kings","Brighton Beach",2010-04-01,472
"Queens","Auburndale",2010-04-01,386
"Queens","Laurelton",2010-04-01,276
"Queens","Rosedale",2010-04-01,281
"Queens","Howard Beach",2010-04-01,307
"Queens","College Point",2010-04-01,352
"Kings","Marine Park",2010-04-01,343
"Queens","Douglaston-Little Neck",2010-04-01,437
"Queens","Fresh Meadows",2010-04-01,379
"Queens","Oakland Gardens",2010-04-01,410
"New York","West Village",2010-04-01,1107
"Queens","Kew Gardens",2010-04-01,326
"Kings","Wingate",2010-04-01,278
"Kings","Prospect Heights",2010-04-01,517
"Kings","New Utrecht",2010-04-01,399
"New York","Tribeca",2010-04-01,1130
"New York","Carnegie Hill",2010-04-01,942
"Queens","Rockaway Park",2010-04-01,336
"New York","Tudor City",2010-04-01,927
"New York","Battery Park",2010-04-01,875
"Queens","Cambria Heights",2010-04-01,306
"Queens","Hillcrest",2010-04-01,364
"Queens","Jamaica Estates",2010-04-01,397
"Queens","Glen Oaks",2010-04-01,432
"Queens","Bay Terrace",2010-04-01,458
"Queens","Floral park",2010-04-01,398
"Kings","Boerum Hill",2010-04-01,611
"Queens","Jamaica Hills",2010-04-01,310
"Queens","Arverne",2010-04-01,265
"Kings","Georgetown",2010-04-01,335
"Kings","Downtown",2010-04-01,640
"Queens","Pomonok",2010-04-01,406
"Bronx","Clason Point",2010-04-01,253
"New York","Little Italy",2010-04-01,1091
"Kings","Windsor Terrace",2010-04-01,476
"Queens","Rockaway Beach",2010-04-01,314
"Queens","Springfield Gardens",2010-04-01,297
"Bronx","Country Club",2010-04-01,268
"Kings","Cobble Hill",2010-04-01,650
"Bronx","Woodlawn",2010-04-01,215
"Kings","Manhattan Beach",2010-04-01,542
"Kings","Gerritsen Beach",2010-04-01,339
"Queens","Belle Harbor",2010-04-01,358
"New York","Garment District",2010-04-01,1088
"Kings","Bergen Beach",2010-04-01,342
"Bronx","City Island",2010-04-01,372
"Kings","Columbia Street Waterfront District",2010-04-01,598
"Queens","Utopia",2010-04-01,427
"Queens","Malba",2010-04-01,441
"Queens","Neponsit",2010-04-01,479
"New York","Upper West Side",2010-05-01,997
"Kings","East New York",2010-05-01,265
"New York","Washington Heights",2010-05-01,459
"Queens","Astoria",2010-05-01,426
"Kings","Flatbush",2010-05-01,333
"Queens","Jamaica",2010-05-01,274
"New York","East Harlem",2010-05-01,668
"Kings","Bushwick",2010-05-01,316
"Kings","East Flatbush",2010-05-01,249
"Queens","Corona",2010-05-01,374
"Kings","Sunset Park",2010-05-01,434
"Kings","Bensonhurst",2010-05-01,386
"New York","Lower East Side",2010-05-01,919
"Bronx","South Bronx",2010-05-01,224
"Queens","Flushing",2010-05-01,400
"Queens","South Ozone Park",2010-05-01,280
"Queens","Murray Hill",2010-05-01,392
"Queens","Forest Hills",2010-05-01,414
"Queens","Far Rockaway",2010-05-01,268
"Queens","Ridgewood",2010-05-01,346
"Queens","East Elmhurst",2010-05-01,293
"Queens","Jackson Heights",2010-05-01,344
"Kings","Flatlands",2010-05-01,286
"Queens","Ozone Park",2010-05-01,287
"Queens","Queens Village",2010-05-01,286
"Kings","Brownsville",2010-05-01,262
"Queens","Richmond Hill",2010-05-01,265
"Kings","Bay Ridge",2010-05-01,450
"Kings","Bath Beach",2010-05-01,375
"Queens","Bayside",2010-05-01,421
"Queens","Maspeth",2010-05-01,337
"New York","Hamilton Heights",2010-05-01,481
"Queens","Woodside",2010-05-01,372
"Queens","Sunnyside",2010-05-01,433
"Kings","Coney Island",2010-05-01,311
"Queens","Rego Park",2010-05-01,384
"New York","Morningside Heights",2010-05-01,630
"Queens","Kew Gardens Hills",2010-05-01,330
"Bronx","Parkchester",2010-05-01,165
"Queens","Woodhaven",2010-05-01,266
"New York","Inwood",2010-05-01,476
"Kings","Dyker Heights",2010-05-01,405
"Queens","St. Albans",2010-05-01,262
"Queens","Hollis",2010-05-01,251
"Queens","Whitestone",2010-05-01,413
"Kings","Fort Greene",2010-05-01,622
"Kings","Greenwood",2010-05-01,509
"Bronx","Kingsbridge",2010-05-01,274
"Queens","Rochdale",2010-05-01,287
"Queens","Glendale",2010-05-01,315
"Queens","Middle Village",2010-05-01,351
"Kings","Homecrest",2010-05-01,372
"Queens","Bellerose",2010-05-01,322
"New York","Clinton",2010-05-01,1016
"New York","Financial District",2010-05-01,929
"Queens","Briarwood",2010-05-01,350
"Kings","Brighton Beach",2010-05-01,476
"Queens","Auburndale",2010-05-01,389
"Queens","Laurelton",2010-05-01,277
"Queens","Rosedale",2010-05-01,283
"Queens","Howard Beach",2010-05-01,308
"Queens","College Point",2010-05-01,355
"Kings","Marine Park",2010-05-01,342
"Queens","Douglaston-Little Neck",2010-05-01,438
"Queens","Fresh Meadows",2010-05-01,383
"Queens","Oakland Gardens",2010-05-01,411
"New York","West Village",2010-05-01,1113
"Queens","Kew Gardens",2010-05-01,324
"Kings","Wingate",2010-05-01,279
"Kings","Prospect Heights",2010-05-01,518
"Kings","New Utrecht",2010-05-01,397
"New York","Tribeca",2010-05-01,1134
"New York","Carnegie Hill",2010-05-01,939
"Queens","Rockaway Park",2010-05-01,332
"New York","Tudor City",2010-05-01,934
"New York","Battery Park",2010-05-01,877
"Queens","Cambria Heights",2010-05-01,308
"Queens","Hillcrest",2010-05-01,366
"Queens","Jamaica Estates",2010-05-01,397
"Queens","Glen Oaks",2010-05-01,433
"Queens","Bay Terrace",2010-05-01,453
"Queens","Floral park",2010-05-01,403
"Kings","Boerum Hill",2010-05-01,615
"Queens","Jamaica Hills",2010-05-01,312
"Queens","Arverne",2010-05-01,264
"Kings","Georgetown",2010-05-01,335
"Kings","Downtown",2010-05-01,643
"Queens","Pomonok",2010-05-01,408
"Bronx","Clason Point",2010-05-01,252
"New York","Little Italy",2010-05-01,1095
"Kings","Windsor Terrace",2010-05-01,473
"Queens","Rockaway Beach",2010-05-01,314
"Queens","Springfield Gardens",2010-05-01,298
"Bronx","Country Club",2010-05-01,267
"Kings","Cobble Hill",2010-05-01,650
"Bronx","Woodlawn",2010-05-01,213
"Kings","Manhattan Beach",2010-05-01,544
"Kings","Gerritsen Beach",2010-05-01,337
"Queens","Holliswood",2010-05-01,369
"Queens","Belle Harbor",2010-05-01,360
"New York","Garment District",2010-05-01,1109
"Kings","Bergen Beach",2010-05-01,343
"Bronx","City Island",2010-05-01,369
"Kings","Columbia Street Waterfront District",2010-05-01,594
"Queens","Utopia",2010-05-01,429
"Queens","Malba",2010-05-01,442
"Queens","Neponsit",2010-05-01,479
"New York","Upper West Side",2010-06-01,1004
"Kings","East New York",2010-06-01,260
"New York","Washington Heights",2010-06-01,455
"Queens","Astoria",2010-06-01,428
"Kings","Bedford Stuyvesant",2010-06-01,353
"Kings","Flatbush",2010-06-01,331
"Kings","Crown Heights",2010-06-01,302
"Queens","Jamaica",2010-06-01,273
"New York","East Harlem",2010-06-01,675
"Kings","Bushwick",2010-06-01,318
"Kings","East Flatbush",2010-06-01,248
"Queens","Corona",2010-06-01,375
"Kings","Sunset Park",2010-06-01,437
"Kings","Borough Park",2010-06-01,342
"Kings","Bensonhurst",2010-06-01,386
"New York","Lower East Side",2010-06-01,923
"Bronx","South Bronx",2010-06-01,225
"Queens","Flushing",2010-06-01,406
"Queens","South Ozone Park",2010-06-01,280
"Queens","Murray Hill",2010-06-01,395
"Queens","Forest Hills",2010-06-01,416
"Queens","Far Rockaway",2010-06-01,267
"Queens","Ridgewood",2010-06-01,347
"Queens","East Elmhurst",2010-06-01,294
"Queens","Jackson Heights",2010-06-01,350
"Kings","Flatlands",2010-06-01,286
"Queens","Ozone Park",2010-06-01,289
"Queens","Queens Village",2010-06-01,286
"Kings","Park Slope",2010-06-01,595
"Kings","Brownsville",2010-06-01,258
"Queens","Richmond Hill",2010-06-01,265
"Kings","Bay Ridge",2010-06-01,450
"Kings","Bath Beach",2010-06-01,374
"Queens","Bayside",2010-06-01,423
"Queens","Maspeth",2010-06-01,339
"New York","Hamilton Heights",2010-06-01,480
"Queens","Woodside",2010-06-01,377
"Queens","Sunnyside",2010-06-01,439
"Kings","Coney Island",2010-06-01,310
"Queens","Rego Park",2010-06-01,388
"New York","Morningside Heights",2010-06-01,634
"Queens","Kew Gardens Hills",2010-06-01,332
"Bronx","Parkchester",2010-06-01,159
"Queens","Woodhaven",2010-06-01,268
"New York","Inwood",2010-06-01,465
"Kings","Dyker Heights",2010-06-01,404
"Queens","St. Albans",2010-06-01,260
"Queens","Hollis",2010-06-01,250
"Queens","Whitestone",2010-06-01,412
"Kings","Fort Greene",2010-06-01,614
"Kings","Greenwood",2010-06-01,509
"Kings","Greenpoint",2010-06-01,556
"Bronx","Kingsbridge",2010-06-01,272
"Queens","Rochdale",2010-06-01,286
"Queens","Glendale",2010-06-01,315
"Kings","Prospect Lefferts Gardens",2010-06-01,342
"Queens","Middle Village",2010-06-01,354
"Kings","Homecrest",2010-06-01,371
"Queens","Bellerose",2010-06-01,323
"New York","Clinton",2010-06-01,1023
"New York","Financial District",2010-06-01,932
"Queens","Briarwood",2010-06-01,355
"Kings","Brighton Beach",2010-06-01,478
"Queens","Auburndale",2010-06-01,393
"Queens","Laurelton",2010-06-01,277
"Queens","Rosedale",2010-06-01,282
"Queens","Howard Beach",2010-06-01,307
"Queens","College Point",2010-06-01,357
"Kings","Marine Park",2010-06-01,342
"Queens","Douglaston-Little Neck",2010-06-01,439
"Kings","Clinton Hill",2010-06-01,498
"Queens","Fresh Meadows",2010-06-01,385
"Queens","Oakland Gardens",2010-06-01,413
"New York","West Village",2010-06-01,1117
"Queens","Kew Gardens",2010-06-01,323
"Kings","Wingate",2010-06-01,278
"Kings","Gowanus",2010-06-01,615
"Kings","Prospect Heights",2010-06-01,517
"Kings","New Utrecht",2010-06-01,396
"New York","Tribeca",2010-06-01,1137
"New York","Carnegie Hill",2010-06-01,941
"Queens","Rockaway Park",2010-06-01,333
"New York","Tudor City",2010-06-01,940
"New York","Battery Park",2010-06-01,877
"Queens","Cambria Heights",2010-06-01,307
"Queens","Hillcrest",2010-06-01,367
"Queens","Jamaica Estates",2010-06-01,398
"Queens","Glen Oaks",2010-06-01,434
"Queens","Bay Terrace",2010-06-01,456
"Queens","Floral park",2010-06-01,406
"Kings","Boerum Hill",2010-06-01,618
"Queens","Jamaica Hills",2010-06-01,315
"Queens","Arverne",2010-06-01,264
"Kings","Georgetown",2010-06-01,334
"Kings","Downtown",2010-06-01,646
"Queens","Pomonok",2010-06-01,413
"Bronx","Clason Point",2010-06-01,253
"New York","Little Italy",2010-06-01,1097
"Kings","Windsor Terrace",2010-06-01,469
"Queens","Rockaway Beach",2010-06-01,319
"Queens","Springfield Gardens",2010-06-01,298
"Bronx","Country Club",2010-06-01,267
"Kings","Cobble Hill",2010-06-01,653
"Bronx","Woodlawn",2010-06-01,211
"Kings","Manhattan Beach",2010-06-01,545
"Kings","Gerritsen Beach",2010-06-01,335
"Queens","Holliswood",2010-06-01,370
"Queens","Belle Harbor",2010-06-01,359
"New York","Garment District",2010-06-01,1123
"Kings","Bergen Beach",2010-06-01,343
"Bronx","City Island",2010-06-01,367
"Kings","Columbia Street Waterfront District",2010-06-01,594
"Queens","Utopia",2010-06-01,430
"Queens","Malba",2010-06-01,441
"Queens","Neponsit",2010-06-01,477
"New York","Upper West Side",2010-07-01,1009
"Kings","East New York",2010-07-01,255
"New York","Washington Heights",2010-07-01,449
"Queens","Astoria",2010-07-01,432
"Kings","Bedford Stuyvesant",2010-07-01,350
"Kings","Flatbush",2010-07-01,329
"Kings","Crown Heights",2010-07-01,299
"Queens","Jamaica",2010-07-01,272
"New York","East Harlem",2010-07-01,679
"Kings","Bushwick",2010-07-01,319
"Kings","East Flatbush",2010-07-01,246
"Queens","Corona",2010-07-01,378
"Kings","Sunset Park",2010-07-01,441
"Kings","Borough Park",2010-07-01,341
"Kings","Bensonhurst",2010-07-01,385
"New York","Lower East Side",2010-07-01,922
"Bronx","South Bronx",2010-07-01,228
"Queens","Flushing",2010-07-01,414
"Queens","South Ozone Park",2010-07-01,279
"Queens","Murray Hill",2010-07-01,398
"Queens","Forest Hills",2010-07-01,418
"Queens","Far Rockaway",2010-07-01,265
"Queens","Ridgewood",2010-07-01,348
"Queens","East Elmhurst",2010-07-01,295
"Queens","Jackson Heights",2010-07-01,354
"Kings","Flatlands",2010-07-01,284
"Queens","Ozone Park",2010-07-01,291
"Queens","Queens Village",2010-07-01,285
"Kings","Park Slope",2010-07-01,595
"Kings","Brownsville",2010-07-01,256
"Queens","Richmond Hill",2010-07-01,266
"Kings","Bay Ridge",2010-07-01,453
"Kings","Bath Beach",2010-07-01,373
"Queens","Bayside",2010-07-01,425
"Queens","Maspeth",2010-07-01,341
"New York","Hamilton Heights",2010-07-01,478
"Queens","Woodside",2010-07-01,383
"Queens","Sunnyside",2010-07-01,444
"Kings","Coney Island",2010-07-01,311
"Queens","Rego Park",2010-07-01,390
"New York","Morningside Heights",2010-07-01,632
"Queens","Kew Gardens Hills",2010-07-01,333
"Bronx","Parkchester",2010-07-01,158
"Queens","Woodhaven",2010-07-01,269
"New York","Inwood",2010-07-01,458
"Kings","Dyker Heights",2010-07-01,405
"Queens","St. Albans",2010-07-01,259
"Queens","Hollis",2010-07-01,249
"Queens","Whitestone",2010-07-01,412
"Kings","Fort Greene",2010-07-01,608
"Kings","Greenwood",2010-07-01,514
"Kings","Greenpoint",2010-07-01,558
"Bronx","Kingsbridge",2010-07-01,272
"Queens","Rochdale",2010-07-01,284
"Queens","Glendale",2010-07-01,316
"Kings","Prospect Lefferts Gardens",2010-07-01,337
"Queens","Middle Village",2010-07-01,355
"Kings","Homecrest",2010-07-01,369
"Queens","Bellerose",2010-07-01,323
"New York","Clinton",2010-07-01,1026
"New York","Financial District",2010-07-01,929
"Queens","Briarwood",2010-07-01,357
"Kings","Brighton Beach",2010-07-01,479
"Queens","Auburndale",2010-07-01,395
"Queens","Laurelton",2010-07-01,275
"Queens","Rosedale",2010-07-01,279
"Queens","Howard Beach",2010-07-01,306
"Queens","College Point",2010-07-01,359
"Kings","Marine Park",2010-07-01,342
"Queens","Douglaston-Little Neck",2010-07-01,440
"Kings","Clinton Hill",2010-07-01,495
"Queens","Fresh Meadows",2010-07-01,386
"Queens","Oakland Gardens",2010-07-01,418
"New York","West Village",2010-07-01,1114
"Queens","Kew Gardens",2010-07-01,324
"Kings","Wingate",2010-07-01,276
"Kings","Gowanus",2010-07-01,621
"Kings","Prospect Heights",2010-07-01,514
"Kings","New Utrecht",2010-07-01,395
"New York","Tribeca",2010-07-01,1142
"New York","Carnegie Hill",2010-07-01,944
"Queens","Rockaway Park",2010-07-01,337
"New York","Tudor City",2010-07-01,944
"New York","Battery Park",2010-07-01,872
"Queens","Cambria Heights",2010-07-01,304
"Queens","Hillcrest",2010-07-01,367
"Queens","Jamaica Estates",2010-07-01,398
"Queens","Glen Oaks",2010-07-01,438
"Queens","Bay Terrace",2010-07-01,459
"Queens","Floral park",2010-07-01,408
"Kings","Boerum Hill",2010-07-01,620
"Queens","Jamaica Hills",2010-07-01,318
"Queens","Arverne",2010-07-01,262
"Kings","Georgetown",2010-07-01,333
"Kings","Downtown",2010-07-01,648
"Queens","Pomonok",2010-07-01,416
"Bronx","Clason Point",2010-07-01,256
"New York","Little Italy",2010-07-01,1097
"Kings","Windsor Terrace",2010-07-01,468
"Queens","Rockaway Beach",2010-07-01,321
"Queens","Springfield Gardens",2010-07-01,298
"Bronx","Country Club",2010-07-01,269
"Kings","Cobble Hill",2010-07-01,658
